ID_LUOGO,ID_NAZIONE,DENOMINAZIONE,STATO,TIPO_LUOGO,COD_MF,ID_LUOGO_NUOVO,ID_PROVINCIA,COD_ISTAT,CAP,COD_CATASTALE,DT_INIZIO_VALIDITA,DT_FINE_VALIDITA,DT_INSERIMENTO,DT_AGGIORNAMENTO,ID_LUOGO_FONTE,FLAG_CERTIFICATO
7432,100,SAN ZENONE DEGLI EZZELINI,0,ITA,I417,7432,26,026077,31808,I417,1900-01-01,4712-12-31,2000-05-12,2000-05-12,7432,N
7557,100,MARCON,0,ITA,E936,7557,27,027020,30912,E936,1900-01-01,4712-12-31,2000-05-12,2000-05-12,7557,N
7558,100,PONTE SAN NICOLO',0,ITA,G855,7558,28,028069,35226,G855,1900-01-01,4712-12-31,2000-05-12,2000-05-12,7558,N
7621,100,SAN BELLINO,0,ITA,H768,7621,29,029043,45106,H768,1900-01-01,4712-12-31,2000-05-12,2000-05-12,7621,N
7688,100,CASTELMASSA,0,ITA,C207,7688,29,029012,45294,C207,1900-01-01,4712-12-31,2000-05-12,2000-05-12,7688,N
5386,100,LOZZO ATESTINO,0,ITA,E709,5386,28,028047,35224,E709,1900-01-01,4712-12-31,2000-05-12,2000-05-12,5386,N
4617,100,GALZIGNANO TERME,0,ITA,D889,4617,28,028040,35324,D889,1900-01-01,4712-12-31,2000-05-12,2000-05-12,4617,N
4810,100,SOAVE,0,ITA,I775,4810,23,023081,37344,I775,1900-01-01,4712-12-31,2000-05-12,2000-05-12,4810,N
4877,100,MONTECCHIA DI CROSARA,0,ITA,F461,4877,23,023049,37613,F461,1900-01-01,4712-12-31,2000-05-12,2000-05-12,4877,N
35206,100,CORNEDO VICENTINO,0,ITA,D020,35206,24,024034,36505,D020,1900-01-01,4712-12-31,2000-05-12,2000-05-12,35206,N
34565,100,SAN DONA' DI PIAVE,0,ITA,H823,34565,27,027033,30993,H823,1900-01-01,4712-12-31,2000-05-12,2000-05-12,34565,N
34695,100,GAIBA,0,ITA,D855,34695,29,029025,45322,D855,1900-01-01,4712-12-31,2000-05-12,2000-05-12,34695,N
34759,100,SAN NAZARIO,1,ITA,I047,34759,24,024093,36160,I047,1900-01-01,2019-01-30,2000-05-12,2000-05-12,34759,N
39944,100,VELO VERONESE,0,ITA,L722,39944,23,023090,37529,L722,1900-01-01,4712-12-31,2000-05-12,2000-05-12,39944,N
40009,100,PESCANTINA,0,ITA,G481,40009,23,023058,37993,G481,1900-01-01,4712-12-31,2000-05-12,2000-05-12,40009,N
40010,100,VITTORIO VENETO,0,ITA,M089,40010,26,026092,31862,M089,1900-01-01,4712-12-31,2000-05-12,2000-05-12,40010,N
39304,100,CASTAGNARO,0,ITA,C041,39304,23,023020,37588,C041,1900-01-01,4712-12-31,2000-05-12,2000-05-12,39304,N
39305,100,ORSAGO,0,ITA,G123,39305,26,026053,31170,G123,1900-01-01,4712-12-31,2000-05-12,2000-05-12,39305,N
39364,100,CORDIGNANO,0,ITA,C992,39364,26,026022,31479,C992,1900-01-01,4712-12-31,2000-05-12,2000-05-12,39364,N
57477,100,GIAVERA DEL MONTELLO,0,ITA,E021,57477,26,026032,31088,E021,1900-01-01,4712-12-31,2000-05-12,2000-05-12,57477,N
57541,100,MONSELICE,0,ITA,F382,57541,28,028055,35073,F382,1900-01-01,4712-12-31,2000-05-12,2000-05-12,57541,N
57033,100,PASTRENGO,0,ITA,G365,57033,23,023057,37250,G365,1900-01-01,4712-12-31,2000-05-12,2000-05-12,57033,N
57034,100,VILLORBA,1,ITA,M048,57034,26,026091,31731,M048,1900-01-01,2006-01-14,2006-01-15,2006-01-15,57034,N
57093,100,CERRO VERONESE,0,ITA,C538,57093,23,023026,37054,C538,1900-01-01,4712-12-31,2000-05-12,2000-05-12,57093,N
57094,100,PONZANO VENETO,0,ITA,G875,57094,26,026059,31079,G875,1900-01-01,4712-12-31,2000-05-12,2000-05-12,57094,N
57157,100,FONTANELLE,0,ITA,D674,57157,26,026028,31438,D674,1900-01-01,4712-12-31,2000-05-12,2000-05-12,57157,N
57158,100,SANT'ELENA,0,ITA,I319,57158,28,028083,35863,I319,1900-01-01,4712-12-31,2000-05-12,2000-05-12,57158,N
56388,100,CONEGLIANO,0,ITA,C957,56388,26,026021,31292,C957,1900-01-01,4712-12-31,2000-05-12,2000-05-12,56388,N
56454,100,LEGNARO,0,ITA,E515,56454,28,028044,35277,E515,1900-01-01,4712-12-31,2000-05-12,2000-05-12,56454,N
56517,100,BORGORICCO,0,ITA,B031,56517,28,028013,35513,B031,1900-01-01,4712-12-31,2000-05-12,2000-05-12,56517,N
56649,100,TERRAZZO,0,ITA,L136,56649,23,023085,37837,L136,1900-01-01,4712-12-31,2000-05-12,2000-05-12,56649,N
56712,100,VALDOBBIADENE,0,ITA,L565,56712,26,026087,31046,L565,1900-01-01,4712-12-31,2000-05-12,2000-05-12,56712,N
55945,100,MARANO DI VALPOLICELLA,0,ITA,E911,55945,23,023046,37770,E911,1900-01-01,4712-12-31,2000-05-12,2000-05-12,55945,N
55946,100,SERNAGLIA DELLA BATTAGLIA,0,ITA,I635,55946,26,026080,31626,I635,1900-01-01,4712-12-31,2000-05-12,2000-05-12,55946,N
56005,100,BUSSOLENGO,0,ITA,B296,56005,23,023015,37377,B296,1900-01-01,4712-12-31,2000-05-12,2000-05-12,56005,N
56006,100,MORIAGO DELLA BATTAGLIA,0,ITA,F729,56006,26,026048,31817,F729,1900-01-01,4712-12-31,2000-05-12,2000-05-12,56006,N
56069,100,CIMADOLMO,0,ITA,C689,56069,26,026017,31295,C689,1900-01-01,4712-12-31,2000-05-12,2000-05-12,56069,N
56201,100,BAONE,0,ITA,A613,56201,28,028009,35580,A613,1900-01-01,4712-12-31,2000-05-12,2000-05-12,56201,N
56263,100,MONTEFORTE D'ALPONE,0,ITA,F508,56263,23,023050,37581,F508,1900-01-01,4712-12-31,2000-05-12,2000-05-12,56263,N
56328,100,ORMELLE,0,ITA,G115,56328,26,026052,31679,G115,1900-01-01,4712-12-31,2000-05-12,2000-05-12,56328,N
55176,100,VOLTAGO AGORDINO,0,ITA,M124,55176,25,025067,32475,M124,1900-01-01,4712-12-31,2000-05-12,2000-05-12,55176,N
55240,100,PEDAVENA,0,ITA,G404,55240,25,025036,32265,G404,1900-01-01,4712-12-31,2000-05-12,2000-05-12,55240,N
55241,100,MEDUNA DI LIVENZA,0,ITA,F088,55241,26,026041,31417,F088,1900-01-01,4712-12-31,2000-05-12,2000-05-12,55241,N
55299,100,CASIER,0,ITA,B965,55299,26,026010,31540,B965,1900-01-01,4712-12-31,2000-05-12,2000-05-12,55299,N
11975,100,ANGIARI,0,ITA,A292,11975,23,023003,37763,A292,1900-01-01,4712-12-31,2000-05-12,2000-05-12,11975,N
12232,100,VODO CADORE,0,ITA,M108,12232,25,025066,32349,M108,1900-01-01,4712-12-31,2000-05-12,2000-05-12,12232,N
11141,100,SEREN DEL GRAPPA,0,ITA,I626,11141,25,025055,32533,I626,1900-01-01,4712-12-31,2000-05-12,2000-05-12,11141,N
11206,100,FORNO DI ZOLDO,1,ITA,D726,11206,25,025024,32358,D726,1900-01-01,2016-11-15,2000-05-12,2000-05-12,11206,N
7752,100,POSINA,0,ITA,G931,7752,24,024080,36761,G931,1900-01-01,4712-12-31,2000-05-12,2000-05-12,7752,N
4168,100,PIEVE DI CADORE,0,ITA,G642,4168,25,025039,32761,G642,1900-01-01,4712-12-31,2000-05-12,2000-05-12,4168,N
4169,100,MONASTIER DI TREVISO,0,ITA,F332,4169,26,026044,31993,F332,1900-01-01,4712-12-31,2000-05-12,2000-05-12,4169,N
4227,100,CASTELLO DI GODEGO,0,ITA,C190,4227,26,026013,31456,C190,1900-01-01,4712-12-31,2000-05-12,2000-05-12,4227,N
4296,100,CURTAROLO,0,ITA,D226,4296,28,028036,35484,D226,1900-01-01,4712-12-31,2000-05-12,2000-05-12,4296,N
4359,100,ARQUA' PETRARCA,0,ITA,A434,4359,28,028005,35264,A434,1900-01-01,4712-12-31,2000-05-12,2000-05-12,4359,N
1928,100,SANTA GIUSTINA,0,ITA,I206,1928,25,025048,32274,I206,1900-01-01,4712-12-31,2000-05-12,2000-05-12,1928,N
1989,100,TRISSINO,0,ITA,L433,1989,24,024110,36428,L433,1900-01-01,4712-12-31,2000-05-12,2000-05-12,1989,N
1990,100,DANTA DI CADORE,0,ITA,D247,1990,25,025017,32997,D247,1900-01-01,4712-12-31,2000-05-12,2000-05-12,1990,N
60428,100,CAVALLINO TREPORTI,0,ITA,M308,60428,27,027044,30119,M308,1999-04-02,4712-12-31,2001-12-24,2001-12-24,60428,N
60430,100,DUE CARRARE_ERRATO,1,ITA,M300,60430,28,028106,35461,M300,2003-05-29,2003-05-28,2003-06-10,2003-06-10,60430,N
60429,100,VILLANOVA DI CAMPOSAMPIERO_ERRATO,1,ITA,X979,60429,28,028104,35169,X979,2003-05-28,2003-05-28,2003-06-10,2003-06-10,60429,N
60432,100,PORTO VIRO,1,ITA,G926,60432,29,029052,45743,G926,1929-02-01,1938-02-10,2003-06-04,2003-06-04,60432,N
60433,100,DONADA,1,ITA,D337,60433,29,029020,45836,D337,1900-01-01,1929-01-31,2003-06-04,2003-06-04,60433,N
60434,100,CONTARINA,1,ITA,C967,60434,29,029016,45241,C967,1900-01-01,1929-01-31,2003-06-04,2003-06-04,60434,N
60443,100,SALZANO,0,ITA,H735,60443,27,027032,30478,H735,2005-11-18,4712-12-31,2005-11-18,2005-11-18,60443,N
60444,100,VILLORBA,0,ITA,M048,60444,26,026091,31899,M048,2006-01-15,4712-12-31,2006-01-15,2006-01-15,60444,N
60445,100,MOSSANO,1,ITA,F768,60445,24,024069,36463,F768,2006-02-07,2018-02-16,2006-02-07,2006-02-07,60445,N
60446,100,PORTOBUFFOLE',0,ITA,G909,60446,26,026060,31324,G909,2006-02-06,4712-12-31,2006-02-06,2006-02-06,60446,N
60447,100,PADERNO DEL GRAPPA,1,ITA,G221,60447,26,026054,31464,G221,2006-02-08,2019-01-30,2006-02-08,2006-02-08,60447,N
60492,100,QUERO VAS,1,ITA,M332,60492,25,025070,32302,M332,2013-12-28,2024-01-21,,,60492,N
60493,100,BRENZONE SUL GARDA,0,ITA,B154,60493,23,023014,37187,B154,2014-02-22,4712-12-31,,,60493,N
60494,100,LONGARONE,0,ITA,M342,60494,25,025071,32486,M342,2014-02-22,4712-12-31,,,60494,N
60514,100,ALPAGO,0,ITA,M375,60514,25,025072,32123,M375,2016-02-23,4712-12-31,,,60514,N
60515,100,VAL DI ZOLDO,0,ITA,M374,60515,25,025073,32859,M374,2016-02-23,4712-12-31,,,60515,N
3846,100,BELFIORE,0,ITA,A737,3846,23,023007,37012,A737,1900-01-01,4712-12-31,2000-05-12,2000-05-12,3846,N
3909,100,CASALE SUL SILE,0,ITA,B879,3909,26,026009,31606,B879,1900-01-01,4712-12-31,2000-05-12,2000-05-12,3909,N
4105,100,LAVAGNO,0,ITA,E489,4105,23,023042,37522,E489,1900-01-01,4712-12-31,2000-05-12,2000-05-12,4105,N
4167,100,BOSCO CHIESANUOVA,0,ITA,B073,4167,23,023011,37314,B073,1900-01-01,4712-12-31,2000-05-12,2000-05-12,4167,N
3335,100,VALLE DI CADORE,0,ITA,L590,3335,25,025063,32803,L590,1900-01-01,4712-12-31,2000-05-12,2000-05-12,3335,N
3398,100,LORENZAGO DI CADORE,0,ITA,E687,3398,25,025032,32688,E687,1900-01-01,4712-12-31,2000-05-12,2000-05-12,3398,N
3015,100,TAIBON AGORDINO,0,ITA,L030,3015,25,025059,32024,L030,1900-01-01,4712-12-31,2000-05-12,2000-05-12,3015,N
3081,100,ZOVENCEDO,0,ITA,M194,3081,24,024121,36327,M194,1900-01-01,4712-12-31,2000-05-12,2000-05-12,3081,N
3082,100,LENTIAI,1,ITA,C562,3082,25,025028,32335,C562,1900-01-01,2019-01-30,2000-05-12,2000-05-12,3082,N
3140,100,ARCADE,0,ITA,A360,3140,26,026002,31798,A360,1900-01-01,4712-12-31,2000-05-12,2000-05-12,3140,N
